GO:0035998	7,8-dihydroneopterin 3'-triphosphate biosynthetic process
GO:0090415	7-hydroxymethyl chlorophyll a reductase activity
GO:0036261	7-methylguanosine cap hypermethylation
GO:0006370	7-methylguanosine mRNA capping
GO:0009452	7-methylguanosine RNA capping
GO:0008312	7S RNA binding
GO:0016719	9,9'-di-cis-zeta-carotene desaturase activity
GO:0030686	90S preribosome
GO:0010158	abaxial cell fate specification
GO:0015410	ABC-type manganese transporter activity
GO:0015462	ABC-type protein transporter activity
GO:0010427	abscisic acid binding
GO:0009688	abscisic acid biosynthetic process
GO:0009687	abscisic acid metabolic process
GO:0009738	abscisic acid-activated signaling pathway
GO:0003987	acetate-CoA ligase activity
GO:0003984	acetolactate synthase activity
GO:0005948	acetolactate synthase complex
GO:1990610	acetolactate synthase regulator activity
GO:0006085	acetyl-CoA biosynthetic process
GO:0019427	acetyl-CoA biosynthetic process from acetate
GO:0006086	acetyl-CoA biosynthetic process from pyruvate
GO:0003985	acetyl-CoA C-acetyltransferase activity
GO:0003988	acetyl-CoA C-acyltransferase activity
GO:0003989	acetyl-CoA carboxylase activity
GO:0006084	acetyl-CoA metabolic process
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity
GO:0008126	acetylesterase activity
GO:0008375	acetylglucosaminyltransferase activity
GO:0003991	acetylglutamate kinase activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0017096	acetylserotonin O-methyltransferase activity
GO:0016407	acetyltransferase activity
GO:0003993	acid phosphatase activity
GO:0016881	acid-amino acid ligase activity
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity
GO:0043874	acireductone synthase activity
GO:0003994	aconitate hydratase activity
GO:0003779	actin binding
GO:0051764	actin crosslink formation
GO:0015629	actin cytoskeleton
GO:0030036	actin cytoskeleton organization
GO:0005884	actin filament
GO:0051015	actin filament binding
GO:0051017	actin filament bundle assembly
GO:0051693	actin filament capping
GO:0030042	actin filament depolymerization
GO:0007015	actin filament organization
GO:0030041	actin filament polymerization
GO:0051014	actin filament severing
GO:0003785	actin monomer binding
GO:0045010	actin nucleation
GO:0090630	activation of GTPase activity
GO:0032147	activation of protein kinase activity
GO:0000035	acyl binding
GO:0000036	acyl carrier activity
GO:0045300	acyl-[acyl-carrier-protein] desaturase activity
GO:0003995	acyl-CoA dehydrogenase activity
GO:0047617	acyl-CoA hydrolase activity
GO:0006637	acyl-CoA metabolic process
GO:0003997	acyl-CoA oxidase activity
GO:0047372	acylglycerol lipase activity
GO:0003998	acylphosphatase activity
GO:0016746	acyltransferase activity
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups
GO:0009955	adaxial/abaxial pattern specification
GO:0098702	adenine import across plasma membrane
GO:0003999	adenine phosphoribosyltransferase activity
GO:0006168	adenine salvage
GO:0015207	adenine transmembrane transporter activity
GO:0015853	adenine transport
GO:0006154	adenosine catabolic process
GO:0004000	adenosine deaminase activity
GO:0004001	adenosine kinase activity
GO:0006382	adenosine to inosine editing
GO:0004013	adenosylhomocysteinase activity
GO:0004014	adenosylmethionine decarboxylase activity
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity
GO:0008179	adenylate cyclase binding
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GO:0004017	adenylate kinase activity
GO:0000774	adenyl-nucleotide exchange factor activity
GO:0004019	adenylosuccinate synthase activity
GO:0047627	adenylylsulfatase activity
GO:0004020	adenylylsulfate kinase activity
GO:0043531	ADP binding
GO:0052855	ADP-dependent NAD(P)H-hydrate dehydratase activity
GO:0047631	ADP-ribose diphosphatase activity
GO:0008343	adult feeding behavior
GO:0048830	adventitious root development
GO:0019646	aerobic electron transport chain
GO:0009060	aerobic respiration
GO:0047632	agmatine deiminase activity
GO:0008453	alanine-glyoxylate transaminase activity
GO:0004813	alanine-tRNA ligase activity
GO:0006419	alanyl-tRNA aminoacylation
GO:0004022	alcohol dehydrogenase (NAD+) activity
GO:0004024	alcohol dehydrogenase activity, zinc-dependent
GO:0006066	alcohol metabolic process
GO:0004026	alcohol O-acetyltransferase activity
GO:0102965	alcohol-forming long-chain fatty acyl-CoA reductase activity
GO:0080019	alcohol-forming very long-chain fatty acyl-CoA reductase activity
GO:0004029	aldehyde dehydrogenase (NAD+) activity
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity
GO:1990465	aldehyde oxygenase (deformylating) activity
GO:0016832	aldehyde-lyase activity
GO:0004032	alditol:NADP+ 1-oxidoreductase activity
GO:0004034	aldose 1-epimerase activity
GO:0047641	aldose-6-phosphate reductase (NADPH) activity
GO:0052595	aliphatic amine oxidase activity
GO:0018685	alkane 1-monooxygenase activity
GO:0043448	alkane catabolic process
GO:0003905	alkylbase DNA N-glycosylase activity
GO:0000256	allantoin catabolic process
GO:0004038	allantoinase activity
GO:0046423	allene-oxide cyclase activity
GO:0046920	alpha-(1->3)-fucosyltransferase activity
GO:0004555	alpha,alpha-trehalase activity
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity
GO:0000026	alpha-1,2-mannosyltransferase activity
GO:0051751	alpha-1,4-mannosyltransferase activity
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0000009	alpha-1,6-mannosyltransferase activity
GO:0004556	alpha-amylase activity
GO:0102877	alpha-copaene synthase activity
GO:0050521	alpha-glucan, water dikinase activity
GO:0090599	alpha-glucosidase activity
GO:0046559	alpha-glucuronidase activity
GO:0015742	alpha-ketoglutarate transport
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0004560	alpha-L-fucosidase activity
GO:0004559	alpha-mannosidase activity
GO:0009916	alternative oxidase activity
GO:0010230	alternative respiration
GO:0004040	amidase activity
GO:0004044	amidophosphoribosyltransferase activity
GO:0009308	amine metabolic process
GO:0016843	amine-lyase activity
GO:0016597	amino acid binding
GO:0008652	amino acid biosynthetic process
GO:0006520	amino acid metabolic process
GO:0003333	amino acid transmembrane transport
GO:0015171	amino acid transmembrane transporter activity
GO:0006865	amino acid transport
GO:0006040	amino sugar metabolic process
GO:0052594	aminoacetone:oxygen oxidoreductase(deaminating) activity
GO:0004046	aminoacylase activity
GO:0002161	aminoacyl-tRNA editing activity
GO:0004045	aminoacyl-tRNA hydrolase activity
GO:0004812	aminoacyl-tRNA ligase activity
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
GO:0019145	aminobutyraldehyde dehydrogenase activity
GO:0004047	aminomethyltransferase activity
GO:0004177	aminopeptidase activity
GO:0016841	ammonia-lyase activity
GO:0072488	ammonium transmembrane transport
GO:0008519	ammonium transmembrane transporter activity
GO:0016208	AMP binding
GO:0003876	AMP deaminase activity
GO:0044209	AMP salvage
GO:2001066	amylopectin binding
GO:0010021	amylopectin biosynthetic process
GO:0102229	amylopectin maltohydrolase activity
GO:0009501	amyloplast
GO:0005680	anaphase-promoting complex
GO:0010997	anaphase-promoting complex binding
GO:0031145	anaphase-promoting complex-dependent catabolic process
GO:0048856	anatomical structure development
GO:0009653	anatomical structure morphogenesis
GO:0048513	animal organ development
GO:0051211	anisotropic cell growth
GO:0009901	anther dehiscence
GO:0048653	anther development
GO:0048657	anther wall tapetum cell differentiation
GO:0047213	anthocyanidin 3-O-glucosyltransferase activity
GO:0009718	anthocyanin-containing compound biosynthetic process
GO:0004048	anthranilate phosphoribosyltransferase activity
GO:0004049	anthranilate synthase activity
GO:0016209	antioxidant activity
GO:0015297	antiporter activity
GO:0030121	AP-1 adaptor complex
GO:0030122	AP-2 adaptor complex
GO:0030123	AP-3 adaptor complex
GO:0030124	AP-4 adaptor complex
GO:0044599	AP-5 adaptor complex
GO:0048046	apoplast
GO:0031222	arabinan catabolic process
GO:0052636	arabinosyltransferase activity
GO:0050482	arachidonic acid secretion
GO:0034618	arginine binding
GO:0006526	arginine biosynthetic process
GO:0042450	arginine biosynthetic process via ornithine
GO:0006527	arginine catabolic process
GO:0019544	arginine catabolic process to glutamate
GO:0010121	arginine catabolic process to proline via ornithine
GO:0008792	arginine decarboxylase activity
GO:0006525	arginine metabolic process
GO:0004814	arginine-tRNA ligase activity
GO:0004056	argininosuccinate lyase activity
GO:0004055	argininosuccinate synthase activity
GO:0006420	arginyl-tRNA aminoacylation
GO:0004057	arginyl-tRNA--protein transferase activity
GO:0047769	arogenate dehydratase activity
GO:0009073	aromatic amino acid family biosynthetic process
GO:0009072	aromatic amino acid metabolic process
GO:0019438	aromatic compound biosynthetic process
GO:0019439	aromatic compound catabolic process
GO:0071933	Arp2/3 complex binding
GO:0034314	Arp2/3 complex-mediated actin nucleation
GO:0005885	Arp2/3 protein complex
GO:0015105	arsenite transmembrane transporter activity
GO:0015700	arsenite transport
GO:0004061	arylformamidase activity
GO:0006529	asparagine biosynthetic process
GO:0006528	asparagine metabolic process
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity
GO:0004816	asparagine-tRNA ligase activity
GO:0006421	asparaginyl-tRNA aminoacylation
GO:0050566	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0004070	aspartate carbamoyltransferase activity
GO:0009067	aspartate family amino acid biosynthetic process
GO:0004072	aspartate kinase activity
GO:0004073	aspartate-semialdehyde dehydrogenase activity
GO:0004815	aspartate-tRNA ligase activity
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
GO:0004190	aspartic-type endopeptidase activity
GO:0045330	aspartyl esterase activity
GO:0006422	aspartyl-tRNA aminoacylation
GO:1902626	assembly of large subunit precursor of preribosome
GO:0008356	asymmetric cell division
GO:1990316	Atg1/ULK1 kinase complex
GO:0005524	ATP binding
GO:0006754	ATP biosynthetic process
GO:0003878	ATP citrate synthase activity
GO:1990966	ATP generation from poly-ADP-D-ribose
GO:0016887	ATP hydrolysis activity
GO:0046034	ATP metabolic process
GO:0003879	ATP phosphoribosyltransferase activity
GO:0042773	ATP synthesis coupled electron transport
GO:0005347	ATP transmembrane transporter activity
GO:0005471	ATP:ADP antiporter activity
GO:0001671	ATPase activator activity
GO:0051117	ATPase binding
GO:0042030	ATPase inhibitor activity
GO:0140326	ATPase-coupled intramembrane lipid transporter activity
GO:0042625	ATPase-coupled ion transmembrane transporter activity
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity
GO:0042626	ATPase-coupled transmembrane transporter activity
GO:0043190	ATP-binding cassette (ABC) transporter complex
GO:0008094	ATP-dependent activity, acting on DNA
GO:0008186	ATP-dependent activity, acting on RNA
GO:0004143	ATP-dependent diacylglycerol kinase activity
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0004176	ATP-dependent peptidase activity
GO:0016255	attachment of GPI anchor to protein
GO:0051315	attachment of mitotic spindle microtubules to kinetochore
GO:0005776	autophagosome
GO:0000045	autophagosome assembly
GO:0097352	autophagosome maturation
GO:0000421	autophagosome membrane
GO:1905037	autophagosome organization
GO:0006914	autophagy
GO:0000422	autophagy of mitochondrion
GO:0030242	autophagy of peroxisome
GO:0009851	auxin biosynthetic process
GO:0009852	auxin catabolic process
GO:0010329	auxin efflux transmembrane transporter activity
GO:0010315	auxin export across the plasma membrane
GO:0009926	auxin polar transport
GO:0060918	auxin transport
GO:0009734	auxin-activated signaling pathway
GO:0030424	axon
GO:0009288	bacterial-type flagellum
GO:0044780	bacterial-type flagellum assembly
GO:0030153	bacteriocin immunity
GO:0051016	barbed-end actin filament capping
GO:0009925	basal plasma membrane
GO:0006284	base-excision repair
GO:0097510	base-excision repair, AP site formation via deaminated base removal
GO:0006287	base-excision repair, gap-filling
GO:0010540	basipetal auxin transport
GO:0071818	BAT3 complex
GO:0034464	BBSome
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0016161	beta-amylase activity
GO:0042300	beta-amyrin synthase activity
GO:0033907	beta-D-fucosidase activity
GO:0004564	beta-fructofuranosidase activity
GO:0004565	beta-galactosidase activity
GO:0009341	beta-galactosidase complex
GO:0080083	beta-gentiobiose beta-glucosidase activity
GO:0008422	beta-glucosidase activity
GO:0004566	beta-glucuronidase activity
GO:0047150	betaine-homocysteine S-methyltransferase activity
GO:0047701	beta-L-arabinosidase activity
GO:0102500	beta-maltose 4-alpha-glucanotransferase activity
GO:0004567	beta-mannosidase activity
GO:0004563	beta-N-acetylhexosaminidase activity
GO:0005488	binding
GO:0009058	biosynthetic process
GO:0009102	biotin biosynthetic process
GO:0004075	biotin carboxylase activity
GO:0004076	biotin synthase activity
GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity
GO:0031083	BLOC-1 complex
GO:0007596	blood coagulation
GO:0009882	blue light photoreceptor activity
GO:0009785	blue light signaling pathway
GO:0099078	BORC complex
GO:0000494	box C/D RNA 3'-end processing
GO:0031428	box C/D RNP complex
GO:0000492	box C/D snoRNP assembly
GO:0034513	box H/ACA snoRNA binding
GO:0031429	box H/ACA snoRNP complex
GO:0035060	brahma complex
GO:0009082	branched-chain amino acid biosynthetic process
GO:0009081	branched-chain amino acid metabolic process
GO:0004084	branched-chain-amino-acid transaminase activity
GO:0016132	brassinosteroid biosynthetic process
GO:0010268	brassinosteroid homeostasis
GO:0009742	brassinosteroid mediated signaling pathway
GO:0070531	BRCA1-A complex
GO:0031436	BRCA1-BARD1 complex
GO:0070552	BRISC complex
GO:1990298	bub1-bub3 complex
GO:0090610	bundle sheath cell fate specification
GO:0052634	C-19 gibberellin 2-beta-dioxygenase activity
GO:0000254	C-4 methylsterol oxidase activity
GO:0062153	C5-methylcytidine-containing RNA reader activity
GO:0071586	CAAX-box protein processing
GO:0005953	CAAX-protein geranylgeranyltransferase complex
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015691	cadmium ion transport
GO:0047763	caffeate O-methyltransferase activity
GO:0015030	Cajal body
GO:0005262	calcium channel activity
GO:0036444	calcium import into the mitochondrion
GO:0005509	calcium ion binding
GO:0070588	calcium ion transmembrane transport
GO:0015085	calcium ion transmembrane transporter activity
GO:0006816	calcium ion transport
GO:0015369	calcium:proton antiporter activity
GO:0005227	calcium-activated cation channel activity
GO:0004198	calcium-dependent cysteine-type endopeptidase activity
GO:0047498	calcium-dependent phospholipase A2 activity
GO:0005544	calcium-dependent phospholipid binding
GO:0009931	calcium-dependent protein serine/threonine kinase activity
GO:0019722	calcium-mediated signaling
GO:0052543	callose deposition in cell wall
GO:0005516	calmodulin binding
GO:0004683	calmodulin-dependent protein kinase activity
GO:0004691	cAMP-dependent protein kinase activity
GO:0005952	cAMP-dependent protein kinase complex
GO:0019933	cAMP-mediated signaling
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
GO:0030246	carbohydrate binding
GO:0016051	carbohydrate biosynthetic process
GO:0097367	carbohydrate derivative binding
GO:1901137	carbohydrate derivative biosynthetic process
GO:1901135	carbohydrate derivative metabolic process
GO:0005975	carbohydrate metabolic process
GO:0019203	carbohydrate phosphatase activity
GO:0046835	carbohydrate phosphorylation
GO:0008643	carbohydrate transport
GO:0005351	carbohydrate:proton symporter activity
GO:0015977	carbon fixation
GO:0004089	carbonate dehydratase activity
GO:0016830	carbon-carbon lyase activity
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016840	carbon-nitrogen lyase activity
GO:0016846	carbon-sulfur lyase activity
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0019752	carboxylic acid metabolic process
GO:0052689	carboxylic ester hydrolase activity
GO:0016831	carboxy-lyase activity
GO:0004180	carboxypeptidase activity
GO:0032049	cardiolipin biosynthetic process
GO:0140312	cargo adaptor activity
GO:0016120	carotene biosynthetic process
GO:0016121	carotene catabolic process
GO:0016117	carotenoid biosynthetic process
GO:0010436	carotenoid dioxygenase activity
GO:0046608	carotenoid isomerase activity
GO:0048440	carpel development
GO:0048226	Casparian strip
GO:0004096	catalase activity
GO:0003824	catalytic activity
GO:0071013	catalytic step 2 spliceosome
GO:0004097	catechol oxidase activity
GO:0043169	cation binding
GO:0016602	CCAAT-binding factor complex
GO:0030014	CCR4-NOT complex
GO:0030015	CCR4-NOT core complex
GO:0042609	CD4 receptor binding
GO:0016593	Cdc73/Paf1 complex
GO:0046705	CDP biosynthetic process
GO:0016024	CDP-diacylglycerol biosynthetic process
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
GO:0047734	CDP-glycerol diphosphatase activity
GO:0007155	cell adhesion
GO:0005938	cell cortex
GO:0007049	cell cycle
GO:0000075	cell cycle checkpoint signaling
GO:0008219	cell death
GO:0030154	cell differentiation
GO:0051301	cell division
GO:0032153	cell division site
GO:0045165	cell fate commitment
GO:0001709	cell fate determination
GO:0001708	cell fate specification
GO:0016049	cell growth
GO:0030054	cell junction
GO:0016477	cell migration
GO:0000902	cell morphogenesis
GO:0009279	cell outer membrane
GO:0071944	cell periphery
GO:0008283	cell population proliferation
GO:0042995	cell projection
GO:0030031	cell projection assembly
GO:0045454	cell redox homeostasis
GO:0009986	cell surface
GO:0007166	cell surface receptor signaling pathway
GO:0006884	cell volume homeostasis
GO:0005618	cell wall
GO:0042546	cell wall biogenesis
GO:0016998	cell wall macromolecule catabolic process
GO:0000032	cell wall mannoprotein biosynthetic process
GO:0042545	cell wall modification
GO:0071555	cell wall organization
GO:0052325	cell wall pectin biosynthetic process
GO:0007043	cell-cell junction assembly
GO:0045168	cell-cell signaling involved in cell fate commitment
GO:0080079	cellobiose glucosidase activity
GO:0006081	cellular aldehyde metabolic process
GO:0006725	cellular aromatic compound metabolic process
GO:0044249	cellular biosynthetic process
GO:0044255	cellular lipid metabolic process
GO:0044237	cellular metabolic process
GO:0042398	cellular modified amino acid biosynthetic process
GO:0045333	cellular respiration
GO:0071485	cellular response to absence of light
GO:0071230	cellular response to amino acid stimulus
GO:0071277	cellular response to calcium ion
GO:0071244	cellular response to carbon dioxide
GO:0070417	cellular response to cold
GO:0031668	cellular response to extracellular stimulus
GO:0071480	cellular response to gamma radiation
GO:0042149	cellular response to glucose starvation
GO:0034605	cellular response to heat
GO:0071486	cellular response to high light intensity
GO:0071456	cellular response to hypoxia
GO:0071479	cellular response to ionizing radiation
GO:0071249	cellular response to nitrate
GO:0043562	cellular response to nitrogen levels
GO:0006995	cellular response to nitrogen starvation
GO:0034599	cellular response to oxidative stress
GO:0071457	cellular response to ozone
GO:0016036	cellular response to phosphate starvation
GO:0071472	cellular response to salt stress
GO:0009267	cellular response to starvation
GO:0051716	cellular response to stimulus
GO:0034620	cellular response to unfolded protein
GO:0071493	cellular response to UV-B
GO:0098586	cellular response to virus
GO:0071481	cellular response to X-ray
GO:0034224	cellular response to zinc ion starvation
GO:0008810	cellulase activity
GO:0030244	cellulose biosynthetic process
GO:0030245	cellulose catabolic process
GO:0010215	cellulose microfibril organization
GO:0016760	cellulose synthase (UDP-forming) activity
GO:0016759	cellulose synthase activity
GO:0010330	cellulose synthase complex
GO:0034080	CENP-A containing chromatin assembly
GO:0034508	centromere complex assembly
GO:0019237	centromeric DNA binding
GO:1902387	ceramide 1-phosphate binding
GO:1902388	ceramide 1-phosphate transfer activity
GO:0046513	ceramide biosynthetic process
GO:0047493	ceramide cholinephosphotransferase activity
GO:0008120	ceramide glucosyltransferase activity
GO:0001729	ceramide kinase activity
GO:0006672	ceramide metabolic process
GO:0035627	ceramide transport
GO:0045430	chalcone isomerase activity
GO:0015267	channel activity
GO:0016247	channel regulator activity
GO:0051085	chaperone cofactor-dependent protein refolding
GO:0051131	chaperone-mediated protein complex assembly
GO:0061077	chaperone-mediated protein folding
GO:0005832	chaperonin-containing T-complex
GO:0019988	charged-tRNA amino acid modification
GO:0030896	checkpoint clamp complex
GO:0019956	chemokine binding
GO:0051026	chiasma assembly
GO:0008061	chitin binding
GO:0006032	chitin catabolic process
GO:0004568	chitinase activity
GO:0005254	chloride channel activity
GO:0055064	chloride ion homeostasis
GO:1902476	chloride transmembrane transport
GO:0015108	chloride transmembrane transporter activity
GO:0006821	chloride transport
GO:0015377	chloride:monoatomic cation symporter activity
GO:0016168	chlorophyll binding
GO:0015995	chlorophyll biosynthetic process
GO:0015996	chlorophyll catabolic process
GO:0033354	chlorophyll cycle
GO:0015994	chlorophyll metabolic process
GO:0046408	chlorophyll synthetase activity
GO:0047746	chlorophyllase activity
GO:0010277	chlorophyllide a oxygenase [overall] activity
GO:0009507	chloroplast
GO:0009904	chloroplast accumulation movement
GO:0009903	chloroplast avoidance movement
GO:1904821	chloroplast disassembly
GO:0009941	chloroplast envelope
GO:0010020	chloroplast fission
GO:0009706	chloroplast inner membrane
GO:0031972	chloroplast intermembrane space
GO:0010368	chloroplast isoamylase complex
GO:0031969	chloroplast membrane
